10644|36,48,12|1
4390|182,145,12|7
2871|220,35|1
1044|408,126,84|1
9951|89,152|1
2632|35,100,227|7
8190|106,42,43|1
2740|6,262|1
1743|8,142,9,144|1
133|229,12|4
9532|13,14,6|8
6285|298,111,58|4
8249|48,217,12|4
9125|13,14,6|0
8327|8,113,52,12|8
8463|104,48,12|1
1850|104,47,12|1
6287|58,243|4
8341|132,12|21
9101|128,70|7
6362|6,49|1
10160|232,35,95|1
10882|69,70,138|4
9111|8,113|1
11353|104,12|4
2381|131,12|4
5075|13,33,14,6,123|16
11193|69,70|9
779|223,45,12|1
6737|8,144,230|4
5144|8,9|30
4739|33,9,14,6,8,115|1
1785|134,180,336,84,126|7
11286|190,12|7
8744|70,138|10
5273|173,149,12|10
9757|409,104,12|1
8509|12|1
9611|42,133,43|5
1654|278,6,14,221|8
5310|6,205|1
8090|33,14,6,90|0
7108|124,206,27,12|1
842|8,124,45,12|4
9080|89,340|0
2400|217,12|1
9605|84,126|8
6429|102,12|1
2391|93,42,43|14
1573|190,12|1
8447|8,113|10
8395|6,288,38|1
4440|8,39,40,9|1
5725|35,100,227|1
554|31,20,32|4
2365|8,147|1
8119|7|5
679|8,113|12
3147|8,9,6,205|1
9697|93,42,104,43,12|4
3210|326,61,60|4
4583|253,6,255|7
7845|103,8|1
6315|14,6,255|1
11000|30,12|22
4799|8,9|4
7452|31,20,32|1
349|61,233|1
9715|27,12|8
767|14,6,25,38|1
11423|48,47,12|10
96|117,6,156|1
1327|111,58,321|8
5746|36,12|13
1564|8,144,9,385|1
601|64,6|1
4418|101,77|1
5765|53,4,5,6,372|8
793|8,296,113|10
6603|8,9,58,410|5
5980|8,10|8
9453|53,411,56|4
7542|30,12|3
4497|211,12|29
10724|69,70|1
10293|48,12|45
5916|8,36,104,147,12|7
6226|412,111,413,58|4
3893|30,12|1
4907|207,77|1
2151|162,108|1
11455|312,58|12
908|36,124,104,12|8
6042|36,12|20
1636|8,10,11,12|1
8168|31,20,32|1
8791|6,288,38|14
10868|206,12|1
9923|6,288,35,38,341|4
1034|61,331|8
9057|8,113|18
2922|68,30,12|8
8990|6,49,70,8,153,209|1
6133|27,12|0
6378|89,91|1
3363|182,104,145,12|1
2607|8,9,104,124,12|4
9407|172,70|3
9505|53,4,5,6,372|7
454|8,113,27,12|4
5970|53,85,87,63|8
2004|122,12|3
9291|8,147|14
4488|61,21,96,20,345,53|1
8716|29,12|4
5348|53,85,87,63|1
3229|30,12|7
10619|98,3|1
6462|12|1
4232|31,20,32|4
6596|341,35|1
1701|35,100,227|1
9694|102,12|1
10709|88,6|5
4898|182,12|1
6044|42,43,44|8
5683|89,267|1
3476|42,43,210|1
7335|134,83,282,84|1
11012|48,12|5
2525|8,47,12|8
2443|8,143,144,27,12,122|10
8978|48,30,12|4
3532|53,345|4
7484|29,12|1
6223|61,43,150|8
5743|8,147|10
157|8,36,52,51,12|7
8689|69,70,138|1
4666|50,6|5
8820|8,167|1
10693|48,52,12|1
7111|89,340|3
6018|12,68|4
2066|337|4
3083|8,142,9,144|7
6948|232,35|10
8493|83,84|1
11401|30,12|7
7120|8,113|0
4844|77,159|7
10176|28,6|30
8513|36,48,12|1
9441|53,414|10
10553|53,56|12
7207|8,153,6,49|1
5992|128,70|6
7821|12,68|20
374|45,405,12|1
10187|29,12|7
2651|14,6,4,13,63,53,198,165|4
8922|110,70|3
6686|53,85,63|1
10232|7|8
3416|104,12|8
1285|8,199,27,12|8
8919|29,12|42
3773|8,10|10
7614|8,153|1
8289|125,12|10
7237|27,12|5
8458|8,9,6,49|1
1694|182,145,12|1
1770|182,145,12|1
8755|8,167|3
9821|344,12|8
10297|6,115|1
8134|124,12|6
246|29,12|5
10171|7|8
6410|103,8,124,27,12|4
10172|35,100,227|7
7117|31,20,32|8
1212|68,30,12|1
7091|12,68|13
5749|103,8,11,12|1
2603|36,104,122,12|10
3427|8,103,11,10,12|7
3005|68,30,12|4
10004|8,113,191,6,61|1
10600|4,6|3
9985|76,77|1
9315|108|1
2324|61,23,60,367,26|0
8782|6,209,70|3
6141|89,152|13
872|256,12|0
8275|162,108|7
10278|12|1
7997|124,12|1
2520|207,77|4
2198|124,12|10
2764|8,9|4
1892|103,8,9,142,144|4
3345|128,70|4
8895|53,55|1
9399|89,53,85,348,63|8
3864|182,145,12|4
9808|42,43|1
1695|8,113|8
3572|29,12|10
1555|131,12|4
7432|30,12|22
8364|29,12|14
11254|140|3
11392|8,143,144|4
1205|223,45,12|8
10012|61,52,42,43,44,74,12|21
7716|45,12|1
1237|269,131,102,12|4
5516|6,49|10
8418|8,147|1
2724|8,10,124,12|3
3664|31,20,32|0
1236|8,113|10
8052|12,68|7
3697|415,311,177,12|12
4350|6,49|13
2303|12,30,68|4
3907|8,192,39,40,144|1
7377|258,35|26
1141|47,12|0
1102|131,12|4
4595|20,104,67,158,12|1
11417|58,243|4
2580|68,30,12|4
9277|53,323,85,87,63|3
4408|36,48,122,12|3
11251|65,66,14,6|1
4788|12|1
4648|102,12|8
10296|8,147|7
10798|12,30,68|7
6290|76,77,301|4
7864|193,26|1
4967|8,167,47,12|1
9042|166,416,58,70|0
568|29,12|1
8555|239,368,1|5
1036|36,122,52,12|0
11278|64,6|1
8701|89,348|4
7307|202,203,26|3
5398|8,147|3
11107|134,180,282,84|1
1215|8,113|1
4524|61,74|0
8622|35,100,227|8
8282|111,283,403,58|1
4885|13,14,6,25|4
5923|6,82,38|5
6836|27,12|7
9289|8,113|1
128|29,12|1
10174|29,12|1
9124|77,291|4
6249|47,12|7
628|215,12|1
5180|6,49,70,8,153,209|1
6516|11,12|1
5306|52,12|4
3521|77,400|1
2719|162,108|10
11195|13,119,14,6|4
9968|111,58,112|14
4499|154,102,12|1
5079|118,6|1
2954|170,35,100|1
1398|8,36,147,12|1
3003|30,12|13
4036|47,12|7
3596|244,12|7
1617|53,392|8
3890|58,243|1
3918|42,52,12,133,43|4
278|42,29,43,12|4
9098|53,198,63|1
2965|124,12|7
11514|58,417,59,261|5
666|8,144,27,12|4
3988|6,255|1
10875|145,12|1
3926|36,12|0
1018|6,115|7
6808|53,198,63|8
515|89|7
10978|58,59,127,261|4
11092|89,349,26,348,202|4
4703|53,163,183,31|1
4384|326,61|8
1751|29,12|30
5393|8,296,147|8
8656|8,9,6,49|0
7225|53,36,183,12|8
3758|6,115|1
368|117,6,253|4
8107|4,5,6|1
1266|77,291|7
4487|118,6,20,121,67|5
8108|8,9|4
5638|29,12|1
8934|266,58,59,270|10
9384|8,11,10,12|1
9588|111,58,284|3
9126|8,9|4
6962|48,12|6
9482|70,138|4
2088|27,12|5
3940|8,147|4
2568|224,223,45,12|10
11005|69,70|1
3782|31,20,32|4
4602|8,194,11,27,12|7
3025|8,296,27,12,190,30|1
1687|173,12,68|7
47|8,143,144,102,12|1
3419|42,104,43,12|1
2841|7|1
3929|289,219,12|1
424|269,12|4
10863|6,209,70|7
9739|412,111,413,58|1
10224|31,20,32|4
5580|42,29,43,44,52,12|1
8860|104,12|8
2828|117,178,6,255|1
8390|89|8
3684|131,102,12|1
2398|58,328|4
5439|229,12|3
7985|8,39,40|1
2423|6,115|4
7163|65,66,14,6|8
4489|145,12|10
4567|29,12|10
1156|104,12|3
2123|14,6,70,119,209,13|4
8802|28,6|1
4352|8,147,199|0
5772|77,189|8
7751|48,27,12|4
8176|172,70|8
11101|418,332,35|4
1880|106,42,43|1
773|6,82,38,81|8
5497|6,24|1
10794|8,370|1
1568|48,47,12|1
1458|269,12|1
10674|33,14,6|5
3627|113,234,8,21,67,199,20,12|3
7188|33,14,6|1
330|8,113|7
2291|131,12|8
11274|33,9,14,6,8,115|3
1638|47,12|1
4024|172,70|4
3941|48,102,12|1
1766|154,131,12|4
3387|8,296|8
4829|29,12|25
11065|122,12|10
1066|8,103,11,10,12|4
5692|35,100,227|4
7274|76,77|4
4152|76,77,101,78|1
8089|8,147,190,12|15
1301|419,343,14,6,89|4
7232|76,77,101,78|1
4881|70,138|7
9882|111,58,231|5
7672|8,10,11,12|8
3790|8,39,40|8
991|29,12|10
7817|98,3,99,35,100|1
3473|28,6,262|1
4667|128,70|1
11007|58,59,127|1
11096|35,322|1
6576|8,9|5
9816|7|35
7281|103,8|13
10536|77,291|5
3110|52,27,12|10
6974|4,6|1
1721|190,12|1
179|30,12|4
371|103,8,124,11,12|4
677|173,269,12|4
9423|101,77,76|10
6046|12|1
10331|8,10|3
6174|48,27,12|4
6602|69,70|0
1081|12,68|1
312|42,43,44|1
8655|8,144|1
728|42,29,43,12|4
640|132,12|4
10817|6,209,70|1
399|114,42,12,43,68|1
10833|223,45,12|4
9445|36,12|10
659|102,12|4
858|110,70|4
4616|111,58,112|1
3977|217,366,12|3
1859|8,103,9,11,12|1
10149|8,10|6
6859|160,58|1
3904|42,104,29,43,12|1
9879|7|1
7881|6,49|4
11154|88,6|8
1707|70,138|1
9753|128,70|17
4792|45,47,12|1
4059|76,77|1
1512|117,6,259|1
3875|83,84|4
2912|109,166,110,70|4
10398|128,70|1
10281|89,35,340,322|4
3216|8,113,47,12|7
7460|22,61,23,6,191,26|1
9642|241,108|5
5041|104,12|23
4385|7|10
10302|29,12|10
5116|111,58,112|5
3137|8,113|1
1540|104,131,12|4
11142|14,6,120|4
3955|378,187,45,12|1
7296|8,9|13
8276|180,134,84|1
6874|53,4,5,6,372|4
8800|13,119,14,6,120|4
10720|213,6,38|14
11121|311,12|29
10755|12|0
5738|45,47,12|1
4071|12|1
9845|128,70|1
5938|53,23,26,420,63|10
11349|213,6,38|9
3588|43|30
2940|70,138|4
1652|69,70|4
8714|47,12|4
8746|117,6,259|4
1681|173,52,12|4
3474|35|8
2172|344,12|1
11266|69,70|4
2790|30,12|7
1457|8,142,9,144|4
8000|77|1
10277|8,167|1
3041|31,20,32|1
10039|77,291|1
7541|77|1
236|337|1
10077|128,70|7
1391|61,28,6|1
7370|193,26|3
10126|58,243|7
1935|61,43,150|1
6607|12,29,20,67|8
9962|6,49,70,8,153,209|1
8084|362,43|1
4335|8,16,17,18,113,6,196|5
853|12|5
7227|8,147|1
6176|256,131,12|10
2021|89,350,6,351|1
4740|8,39,40,9|4
588|6,288,38|1
10253|29,12|5
3261|84,126|1
11419|164,35|1
4136|8,9,6,49|7
10261|29,12|3
3527|14,6,120|1
780|64,65,66,14,6|10
10376|6,24|10
6436|36,122,12|1
8068|101,77,76|5
5585|31,275|1
8540|64,6|12
460|103,8,11,197,12|1
7473|98,3|8
4439|52,12|4
7990|109,200,70|4
6202|48,29,12|10
5362|36,104,27,12|1
7087|8,144,421|1
1501|29,12|4
4575|53,55,56|3
8|131,12|1
7101|8,113|7
7700|4,6|10
3233|68,30,12|16
8649|8,167|25
1395|53,85,63|1
1541|102,12|1
9435|70,138|3
5788|29,12|10
1974|178,6,117|1
8448|89,152|4
1427|29,12|4
5860|6,161|1
3035|93,61,42,43,150|1
11020|6,209,70|10
6831|29,12|1
5817|83,84|1
5008|106,42,43|4
4565|8,61,113|4
5143|103,8|1
3485|64,65,66,14,6|1
1199|114,42,52,43,12|4
6012|8,86,199,58|8
9477|76,77,101|12
1973|217,45,47,12|8
11389|53,85,87,63|1
4301|8,51,52,30,12|10
6696|8,147|10
9586|89,129,130|4
6354|12|4
2862|64,6|8
8627|128,70|1
5449|8,199|4
309|43,124,52,42,12|4
11433|128,70|7
8788|8,296|13
8082|7|13
6485|29,12|1
4877|53,308,392|10
4594|84,126|1
8528|8,9,252|1
8908|8,167|4
4230|30,12|4
3007|52,12|4
9681|53,422|1
7860|7|1
5467|53,85,63|4
7215|53,236|7
8313|29,12|3
6650|36,12|3
1054|77,400|1
10735|77,273|5
4006|7|4
8030|88,6|1
9901|101,77|1
2786|173,12,68|3
5481|76,77,301|4
6783|8,153|1
6103|104,12|10
1103|53,56|1
1646|8,10|5
6548|16,17,18,6,196|1
2446|43,42,133,12|4
3226|8,147,296|5
913|42,8,51,93,43,52,12|8
1717|7|13
1627|36,12|7
2486|187,52,145,12|4
8322|83,84|8
7964|45,12|17
11280|76,77|10
11452|86,109,70,58,225|4
7415|6,38,81|1
1334|29,12|4
1064|27,12|8
6031|42,43|4
4957|134,83,282,84|8
2313|44,42,43,210|4
3089|53,151,20,21|1
6094|45,12|16
1181|104,12|8
11024|6,24,363|4
4249|104,12|8
6574|277,52,43,12|8
10630|31,20,32|4
9649|42,43,210|8
9351|20,67|4
5984|50,6,24|30
6799|12,68|5
8991|103,8,296|7
10304|6,49,70,8,153,209|1
4416|8,39,40,187,27,12|1
2759|4,14,6,165|1
10020|8,147|13
1796|48,27,12|4
3375|89,129,130|4
5880|35,208|5
8484|76,77|1
8502|9,6,82,8,39,40,38,153,75|1
5195|70,138|4
1029|31,20,32|1
5635|76,77,78|7
3545|124,104,125,12|11
4267|162,108|15
2188|12|8
2059|29,12|7
3443|43,42,133,190,12|8
11398|1,423|1
9593|53,87,63|12
6751|6,92|4
8480|89,129,130|8
2619|207,77|1
1107|111,58|5
9592|89,35,340,322|10
5239|61,191,6|30
10919|137,110,70|4
729|12,68|3
929|89,424|4
10125|200,70|7
4587|109,70,110,374,138|4
2791|30,12|19
9876|12|5
6505|42,43,31,20,32,12|4
2440|52,12|7
403|8,194,11,27,12|7
2050|8,9|8
11269|217,12|10
7024|3,381|16
2949|76,77|1
499|48,12|3
2590|215,12|1
2122|113,8,124,42,114,43,12|1
10247|12|8
10320|4,6|8
1454|178,6,425,117|8
7887|31,20,32|8
4979|104,12|4
2234|31,20,32|8
2931|36,190,12|13
1354|8,147|1
4062|7|8
8401|48,27,12|4
3793|61,310|4
9069|89,53,337|7
5363|30,12|14
11124|53,62,63|10
467|217,366,12|5
934|30,12|4
971|155,20|1
3188|76,77,359,273|1
7688|166,70|4
4523|101,77,301,76|0
5485|45,12|1
11086|213,6,38|18
3328|172,70|5
7526|8,9|8
4996|8,113,27,12|5
8632|83,84|4
2958|52,29,12|4
6150|68,30,12|1
1015|42,186,43,44,12|1
7808|206,12|1
8143|89,152|20
2551|256,12|3
4185|30,12|6
5350|118,14,6,120|4
4745|93,42,43,302,12|10
23|8,147,296|1
1606|29,132,12|1
2070|164,35|8
5866|260,58,59|1
6300|69,70|4
9354|76,77,189,301|1
5415|104,12|1
6627|7|7
2516|47,12|4
3575|122,12|4
4992|8,9|8
9782|8,33,9,14,6|3
7781|31,175|1
7772|36,48,12|1
1168|12,68|8
1583|42,43,44|4
2544|229,256,12|8
6363|286,77|3
134|42,104,277,43,133,12|8
316|114,42,269,43,12|7
3686|8,10,11,12|4
11|27,12|7
1460|104,12|1
9804|109,70|10
6759|53,238|14
4709|16,17,18,6,196|10
3544|53,63|3
9368|418,35|1
9974|28,6|1
158|36,12|1
7911|43|4
9014|8,147|1
5137|6,123|1
2890|188,426,70|0
7829|217,47,12|1
4624|29,12|13
3731|27,12|7
4114|47,12|1
2211|42,43|4
3788|109,166,70,58,225|8
9527|292,89,35,218|4
8727|312,58|8
9627|53,70,200,87,63|4
2323|68,30,12|8
10645|70,138|10
10877|166,70,138|7
931|342,12|30
4521|8,113|1
7245|135,35|3
6372|53,85,87,63|7
3456|256,12|1
7222|77,395|16
9455|7|1
9013|181,1|1
3853|7|1
9086|278,6,14|4
7347|58|7
522|103,8,12|1
7519|8,113|4
4334|48,12|7
5249|48,132,12|1
7518|35,208|7
5589|101,77|6
2371|8,9|4
6920|69,128,70|1
11385|70,110,225,109,58,374|5
4265|76,77|10
2999|29,12|4
5295|47,12|15
4274|11,27,12|46
5491|8,147|1
9799|53,124,183,12|1
3774|35,95|1
7624|29,12|1
2393|30,12|8
9902|98,3|4
4663|8,147|1
3885|102,12|10
8080|119,14,6|1
3353|42,427,43|8
10200|11,27,12|1
4047|337|8
8657|207,77|1
1954|58,328|4
3092|124,12|1
4338|6,209,70|4
6796|50,6|7
1257|8,144,428|10
45|30,12|1
1894|89,424|8
514|29,12|8
6764|8,9|5
3115|8,113|1
935|68,30,12|17
6883|76,77,101,78|1
5729|64,6|1
9616|128,70|6
582|29,12|5
3002|36,12|1
6443|53,54,56|10
7831|117,6|8
10667|122,12|1
2773|147,8,12,296,122,48|8
5464|111,58,429|1
5299|29,12|1
2900|124,104,12|4
9546|134,84|1
7647|8,167|1
2810|154,47,12|3
2691|8,113,191,6,61|1
38|13,119,14,6|1
5570|6,24|10
10395|58,59,127,261|7
11371|145,12|7
2507|104,12|7
878|76,77,159|8
7334|117,6,259|10
8630|8,153|1
5844|53,54,56|1
8067|20|4
6450|36,12|10
65|124,27,12|1
9778|37,6,38|1
7395|45,12|1
2250|8,113|1
998|14,6,4,5,430,165|8
6032|104,12|1
2247|89,129|1
1339|70,138|1
2414|45,47,12|20
9469|35,100,227|1
841|29,12|5
2578|1,431,389,388,432|10
6427|89,343|4
5646|48,12|29
4870|12|8
4324|103,8,296|10
10506|119,14,6|4
9785|128,70|1
6717|30,12|13
2894|76,77|10
5886|7|8
6739|13,14,6,25|4
11489|70,110,58,225,374|3
1514|12,30,68|4
3614|12|10
5893|30,12|3
9596|25,14,6,209,70|8
1567|47,12|7
10994|76,77,291|7
2869|103,8|1
11201|89,164,35,295|10
8906|33,9,14,6,8,115|22
9672|89,267|4
9006|142,8,144|16
548|103,8|1
9984|8,147,48,12|8
2333|131,102,12|4
1595|104,12|8
8885|48,12|14
7562|134,282,84|1
411|8,113|4
617|8,144,230|4
6984|173,12|10
4744|6|1
4004|124,104,12|1
7467|84,126|4
2161|45,12|1
4251|7|8
4008|43,344,42,12|10
6365|4,5,6|8
8319|8,9|1
8142|8,143,144|1
10916|68,30,12|29
3872|29,12|7
10907|70,138|4
10173|13,119,14,6,25|4
5758|8,147|0
9029|33,9,14,6,8,115|0
4779|20,21|5
8271|124,12|16
9213|160,58|4
5329|47,12|3
7629|42,29,43,337,12|4
6222|108|3
2107|12,68|1
4459|124,12|1
6295|8,113|10
2245|8,113|1
9916|58,59|4
1304|11,27,12|1
380|173,269,104,12|1
7564|8,113|7
6787|70,138|1
10464|117,6,221,156|4
10729|6,160,58,161|4
10011|6,35,306,115,1,146|1
11243|88,6|1
6395|43|7
6122|53,56|5
10869|80,6,35,75|1
10538|8,113,206,12|8
5871|31,20,32|1
8910|155,20|10
269|68,30,311,12|13
3721|53,85,63|4
3865|53,198,85,63|5
6594|13,14,6,24,25|7
8785|12|9
5759|30,12|15
2694|173,12|4
2427|30,12|1
9165|42,297,43,44,133|1
10265|76,77|8
2847|47,12|1
4697|58,247,200,70|7
7765|8,113|1
11150|172,70|7
11288|376,58,243|14
5422|7|5
6872|59,58,23,26|10
1455|42,12,104,133,43|10
6681|29,12|1
2359|68,30,12|10
7206|53,85,63|3
8694|27,12|1
9325|134,126,84|1
8344|166,70|4
10242|8,113|3
7599|101,77,14,6,33|10
11424|103,8,315,12|0
7878|16,17,18,6,196|1
7723|111,58,231|27
4157|131,102,12|4
3625|30,12|5
2262|13,119,14,6|4
11028|7|3
6675|8,9|8
3953|37,6,38|1
3828|8,39,40|14
9206|69,110,433,70|7
5035|104,12|13
9726|134,126,84|7
5053|191,61,14,6|10
1649|131,12|10
2358|8,167,113|7
10999|29,12|1
3208|106,42,148,43,44|1
1314|6,209,70|7
5060|207,77|10
7191|52,12|3
181|182,12|1
5991|27,12|1
6987|52,211,12|1
4478|33,9,14,6,8,115|1
9834|102,12|4
4043|70,138|5
10929|8,12,68|10
7707|182,12|4
5722|89,164,35,295,95|18
2387|8,9|8
1191|31,20,32|4
925|43,42,131,102,12|8
4276|99,35,100|4
5397|53,85,63|4
5503|434,35|1
8201|6,105|3
2233|145,197,327,12|1
107|265,269,12|8
7662|48,12|13
10901|111,58,284|10
3096|6,38,81|5
2087|8,9,252|8
6019|168,14,6|8
9400|35,100,227|10
7778|42,43,44|3
4802|8,113|1
2143|124,104,12|10
2782|145,197,12|1
8840|35,100,227|1
9339|6|8
49|313,289,12|1
4509|104,12|38
6653|69,70|1
1109|8,39,40|1
11234|53,183|4
4756|83,84|5
2815|69,70|0
7168|197,12|8
8929|89,267,64,6|1
6406|6,49|1
7984|8,147|10
9257|183,35,21,20,53,100|4
8311|53,238|4
10886|104,12|1
4399|42,43,44|1
6264|48,132,12|10
637|29,12|4
2943|256,27,12|1
6305|53,56|12
7739|8,113|1
9230|53,63|8
10547|35,100,227|1
7201|8,147|1
7034|190,12|25
2268|52,12|4
5029|61|1
8665|8,147|1
11160|8,39,40|4
3838|117,6,259|8
6173|6,160,58,161|3
10389|69,70|4
2709|42,104,36,43,133,12|1
7412|48,132,12|1
3571|8,252|1
2707|30,12|1
202|269,12|4
977|104,52,12|4
4397|6,77,350,38,286,268|3
9105|298,111,58|1
9583|111,283,403,58,136|4
6778|53,56|1
3858|8,192,144|8
10522|104,12|10
9164|369,6,38|4
3493|64,6|1
2829|8,9|4
9055|111,58,284|5
7957|7|12
103|104,12|8
8105|48,132,12|5
11372|206,12|7
1001|187,52,145,12|3
2770|13,119,14,6,25|8
1876|114,42,30,43,12|7
6500|8,113,27,12|8
1389|215,12|1
9117|31,20,32|3
5446|220,35|8
566|70,138|7
2225|269,12|8
7444|43,124,52,42,12|1
11165|70,138|3
10227|42,148,43|1
3463|8,147,48,12|1
5945|171,6|4
6821|33,14,6|8
5380|68,30,12|18
10056|111,58,231|10
4155|111,58,112|5
2132|435,12|1
11272|8,252|1
10197|29,12|0
4468|30,12|0
1117|29,12|4
11245|89,424|1
9202|47,12|1
6313|179,58|7
8999|8,113|3
62|256,12|4
10139|292,35|1
1688|52,12|4
3249|31,20,32|4
4715|29,12|1
7128|101,77,76|1
2996|103,8,206,12|3
352|30,12|10
3766|341,436,35|8
1023|387,12|1
9247|11,12|4
10399|3,339|1
7679|12|17
5424|48,27,12|4
2346|173,29,132,12|4
137|11,12|3
1014|31,20,32|4
8092|102,12|10
832|50,6|1
9645|190,12|7
9465|45,12|10
4415|29,12|10
7032|36,48,12|4
6329|160,58|4
5225|224,223,45,12|8
5011|128,70|1
4978|48,29,12|23
10669|12|8
7177|8,9|22
6971|8,9|1
434|30,12|1
555|174,12|4
11002|42,197,43,44,12|8
4464|50,6|1
8804|104,12|1
7522|29,12|1
7003|111,58,319|7
11340|6,75|3
6724|160,58,437|1
9956|41,35|4
9983|12|5
2820|29,12|7
5466|88,6|1
4848|8,252|4
9895|35,438|10
9385|30,12|7
6017|35,227,20,31,100,32|10
9356|271,12|1
9144|70,138|10
3023|124,12|1
2837|45,12|1
816|8,113,30,27,12|1
8849|70,138|4
7769|14,6,24,38,25|10
8970|83,84|8
1359|29,12|7
8618|139,140|4
3542|8,167|10
4691|89,129,130|7
7954|128,70|22
9752|36,48,12|4
3897|311,217,47,12|6
9284|69,138,70|4
3063|42,210,43,44|1
7556|53,316,61,151,96|8
11026|76,77|1
11224|41,35|7
1834|58,321|1
7438|6,75|1
1875|12,68|1
2054|8,10,124,12|4
9062|283,58|1
6947|35,100,227|1
6488|76,77|1
9742|213,6,38|1
9408|31,20,32|10
7651|135,35|7
2110|217,366,12|8
2428|122,12|1
1661|104,190,12|7
10105|104,211,12|1
10108|6,209,70|8
479|52,12|4
2969|298,111,58|1
9280|97,16,17,18,6|3
6314|13,168,14,6,25|1
8157|88,6|1
6864|6,209,70|10
2344|104,269,12|5
2863|53,85,63,172,70|1
1367|8,39,40,12|3
1826|366,190,12|1
9495|98,3|1
2228|8,147|0
846|124,12|1
3925|29,12|8
5502|193,26|4
6909|12|3
725|114,42,52,43,12|1
2053|48,12|7
9085|77,189,301|10
2222|190,12|1
11287|53,323,63|7
1671|29,12|4
3094|45,12|13
4219|8,9|7
469|8,51,52,12|4
4953|1,204|7
8229|69,70|4
3415|256,12|6
4426|102,12|1
6344|29,12|1
1196|8,144,6,230,255|1
4947|36,48,12|1
1162|29,12|4
2723|4,6|5
3116|4,6|3
6370|76,77,101|6
1746|8,39,40|8
6731|6,115|4
5850|8,147,30,12|25
9273|30,12|0
4342|101,77,76,78|4
9946|12|10
569|8,317|7
1086|311,30,177,12|1
3771|29,12|34
3637|61,331|13
375|61,74|1
10359|31,20,32|21
1789|106,42,29,43,12|8
9820|30,12|10
10462|337|10
10520|30,12|1
2792|124,12|1
3285|43,229,42,12|4
5052|43,42,217,133,12|4
10061|33,14,6|4
3127|30,12|5
8129|36,12|17
1290|223,12|6
1377|47,12|1
7287|31,20,32|10
6907|155,20|8
2392|61,191,6|1
6753|29,12|1
2067|190,12|8
10914|37,6,38|20
7922|35,100,227|1
11461|7|1
9192|89,343|1
1812|369,6,38|13
4690|29,12|20
4022|7|1
2573|37,6,38|7
4423|249,12|8
11233|124,52,12|4
3113|13,14,6,25|4
2294|341,35|1
9669|53,238|1
815|8,167,47,12|7
5532|47,12|4
10009|65,66,14,6|12
2412|145,12|0
6781|104,12|13
9675|77|10
5576|256,12|1
260|269,12|1
6819|109,172,200,70|14
5939|61,74|10
7554|128,70|8
2673|61,74|1
7619|36,12|8
8492|213,6,38|7
4692|88,6|4
829|113,150,8,61,43,12,68|1
10386|8,147|1
511|215,12|4
3460|47,12|7
8403|13,14,6|4
2783|439,108|8
2816|8,36,147,125,12|3
6067|103,8,27,12|1
7713|7|1
115|61,74|3
7402|36,48,12|47
9831|128,70|10
4209|30,12|1
2273|8,9|8
4179|53|1
5863|8,144,199,428|1
9598|11,12|7
4354|187,177,47,12|1
6055|27,12|1
8298|76,77|1
10685|36,122,12|13
2473|65,66,14,6,33|0
4931|104,48,12|1
9225|88,6|7
2331|58,328|8
9531|48,12|13
11144|8,77,153,159|1
919|7|1
6220|45,47,12|7
7937|53,58,247,87,63|1
3017|42,150,61,210,106,43|4
1725|29,12|3
8603|58,59,270|4
7368|11,48,27,12|14
781|42,29,43,12|23
3775|8,113|10
7403|48,158,104,12|10
1857|207,77,159|3
86|42,106,36,43,133,12|8
3136|103,8|4
8006|8,167|10
1230|6,49|1
8523|83,84|10
6597|36,52,190,12|4
4732|33,9,14,6,8,115|10
6540|122,12|8
6795|83,84|20
7659|58,59,127|8
7632|89,424|1
3330|47,12|1
6058|76,77|12
960|8,9,6,49|3
1396|29,12|1
4896|33,14,6|1
11052|101,77|1
10627|35,100,227|1
9869|47,12|7
4644|111,58,112,321|8
10088|89,350,6,351|4
9745|69,70|1
4926|36,48,12|1
10087|207,77,285|7
9381|53,31,195,440|1
10010|207,77,285|29
10114|12|3
8695|76,77|7
10102|207,77|1
3797|47,12|10
8837|52,12|29
3520|42,384,114,43,52,12|4
436|131,217,12|7
7586|48,27,12|1
9463|36,48,12|8
1362|29,12|10
4076|8,77,153,159|11
4428|8,9,153|8
10051|77,189|4
4654|42,43,12|1
6398|388,432,389,441,1|5
4433|48,132,12|8
2357|223,12|1
5906|84,126|10
10866|168,14,6|14
1874|132,12|4
6140|6,49,70,8,153,209|4
10626|76,77,291,273|4
5199|124,12|7
3909|33,14,6|7
4518|36,48,12|3
9863|89,1,130,442|1
8986|89,152|4
191|23,6,248,38,37,26|5
5966|12|3
9813|77,159|48
4446|76,77|4
10132|45,12|0
5067|173,29,12|1
5378|30,12|7
7933|29,12|1
4340|36,12|8
7464|53,85,87,63|4
11324|111,58|1
5163|69,70|1
4387|29,12|5
6785|207,77|4
4516|8,296,52,30,12|1
6588|29,12|32
2118|9,6,121,8,39,40,67,20,118|3
6626|36,48,12|8
8881|77,291|1
1337|77,159|4
1039|69,138,433,70|1
5888|33,14,6|6
11438|53,345|29
7093|124,12|22
5461|58,59,127,261|1
8396|125,12|3
9692|47,12|1
3557|8,167|1
4146|70,138|1
11273|7|1
4427|53,325,198,63|4
1268|8,167|1
7668|98,3|10
5403|8,113|1
8822|35,100,227|7
9791|149,12|8
10692|13,65,66,14,6|5
2288|183,20,53,31,32,12|10
1226|50,6|7
6482|6,92|13
9577|6,288,38|1
4187|29,12|10
8582|8,9|29
